Profile Pic,Nums/Length Username,Full Name Words,Nums/Length Fullname,Bio Length,External Url,Private,Verified,Business,#Posts,#Followers,#Following,Last Post Recent,Fake
1,0,0,0,0,0,1,0,0,2,36,6170,Null,1
0,0,1,0,0,0,0,0,0,0,9,515,Null,1
1,0,0,0,0,0,0,0,0,3,90,6166,0,1
0,0,1,0,0,0,0,0,0,0,6,531,Null,1
1,0,1,0,0,0,0,0,0,2,63,4586,0,1
1,0,1,0,0,0,0,0,0,3,86,6166,0,1
1,0.444,1,0,0,0,0,0,0,1,2,198,0,1
1,0,0,0,0,0,0,0,0,5,79,5056,0,1
0,0,1,0,0,0,1,0,0,0,20,649,Null,1
1,0,2,0,0,0,0,0,0,1,38,414,0,1
1,0,0,0,0,0,0,0,0,3,87,6188,0,1
0,0.391,2,0,0,0,0,0,0,1,32,207,0,1
1,0,0,0,0,0,0,0,0,7,85,6196,0,1
1,0,0,0,0,0,0,0,0,3,95,3185,0,1
1,0,1,0,0,0,0,0,0,2,70,6312,0,1
1,0,1,0,0,0,0,0,0,2,66,3133,0,1
0,0.25,1,0,0,0,1,0,0,0,0,571,Null,1
1,0,4,0,65,0,0,0,0,41,508,2877,0,1
1,0.538,1,0.5,5,0,0,0,0,3,312,6914,0,1
1,0,0,0,0,0,0,0,0,3,64,3567,0,1
1,0,1,0,0,0,0,0,0,3,76,6296,0,1
1,0,1,0,0,0,0,0,0,7,3,39,0,1
1,0.125,0,0,0,0,0,0,0,5,85,4508,0,1
1,0,1,0,0,0,0,0,1,6,52,2422,0,1
1,0,1,0,0,0,0,0,0,6,92,6158,0,1
1,0,1,0,0,0,0,0,0,4,76,4932,0,1
1,0,1,0,0,0,0,0,0,2,77,6376,0,1
1,0.273,1,0,0,0,0,0,0,1,56,6905,0,1
1,0,1,0,0,0,0,0,0,2,54,4139,0,1
1,0,1,0,0,0,0,0,0,5,79,5979,0,1
0,0.357,1,0.3077,0,0,0,0,0,0,3,1,Null,1
1,0,1,0,0,0,0,0,0,1,2,310,0,1
1,0,2,0,88,0,0,0,0,99,236,3005,1,1
1,0,1,0,0,0,0,0,0,4,64,4458,0,1
1,0,1,0,0,0,0,0,0,2,78,6120,0,1
1,0,0,0,0,0,1,0,0,2,64,2811,Null,1
1,0,1,0,0,0,0,0,0,5,85,6016,0,1
0,0.286,0,0,0,0,1,0,0,1,15,552,Null,1
1,0.2,2,0,0,0,0,0,0,24,128,886,0,1
1,0,0,0,0,0,0,0,0,2,12,2183,0,1
1,0.176,2,0,24,0,0,0,0,10,150,310,0,1
1,0,1,0,0,0,0,0,0,3,52,2908,0,1
1,0.4,2,0,0,0,0,0,0,0,0,1,Null,1
1,0.111,0,0,0,0,0,0,0,4,81,6109,0,1
1,0.2,0,0,8,0,1,0,0,3,27,72,Null,1
1,0,2,0,16,0,1,0,0,0,117,6788,Null,1
1,0,1,0,0,0,0,0,0,6,62,4038,0,1
1,0,1,0,0,0,0,0,0,412,133,830,0,1
0,0.118,1,0,0,0,0,0,0,0,17,515,Null,1
1,0.167,1,0,0,0,0,0,0,6,178,6458,0,1
1,0.429,2,0,22,0,0,0,0,0,27,1335,Null,1
1,0,3,0,0,0,0,0,0,4,162,592,0,1
1,0,0,0,0,0,0,0,0,2,78,6169,0,1
1,0,1,0,0,0,0,0,0,4,84,6116,0,1
1,0,1,0,0,0,0,0,0,1,75,6646,0,1
1,0.444,3,0,0,0,0,0,0,42,789,6207,0,1
1,0,0,0,0,0,0,0,0,4,84,5965,0,1
1,0.25,1,0,0,0,0,0,0,2,14,538,0,1
1,0,2,0,24,0,1,0,0,629,474,6199,Null,1
1,0.182,2,0,94,0,0,0,0,5,553,5530,0,1
1,0,0,0,0,0,1,0,0,0,36,869,Null,1
1,0,1,0,0,0,0,0,0,3,78,4844,0,1
1,0,1,0,0,0,0,0,0,3,70,6119,0,1
1,0,2,0,0,0,1,0,0,0,84,1443,Null,1
1,0,0,0,0,0,0,0,0,2,23,2727,0,1
1,0.5,0,0,0,0,0,0,0,8,84,7128,1,1
1,0.636,1,0,1,0,0,0,0,0,6,7,Null,1
1,0,2,0,0,0,1,0,0,4,46,98,Null,1
1,0,0,0,0,0,1,0,0,3,19,6207,Null,1
1,0.118,2,0,0,0,1,0,0,70,330,4769,Null,1
1,0.25,1,0,0,1,1,0,0,0,507,3253,Null,1
1,0,1,0,0,0,0,0,0,4,78,6210,0,1
1,0,2,0,0,0,1,0,0,0,176,6982,Null,1
1,0,0,0,0,0,0,0,0,2,80,6208,0,1
1,0,0,0,0,0,1,0,0,5,28,3512,Null,1
0,0.167,1,0,0,0,0,0,0,0,0,0,Null,1
0,0.333,2,0,0,0,0,0,0,0,0,0,Null,1
1,0.286,0,0,0,0,0,0,0,0,2,0,Null,1
1,0,1,0,0,0,0,0,0,3,73,6182,0,1
1,0,0,0,0,0,1,0,0,2,27,5719,Null,1
1,0.25,1,0,0,0,1,0,0,210,1354,3008,Null,1
1,0,0,0,0,0,0,0,0,3,79,6247,0,1
1,0,0,0,0,0,0,0,0,3,72,6045,0,1
1,0,2,0,62,0,1,0,0,17,1530,3348,Null,1
1,0,2,0,76,0,1,0,0,145,412,1183,Null,1
0,0,0,0,0,0,1,0,0,0,5,1232,Null,1
1,0.444,1,0.4286,9,0,1,0,0,254,254,6889,Null,1
1,0,2,0,0,0,1,0,0,0,23,62,Null,1
1,0,1,0,0,0,0,0,0,2,68,3980,0,1
1,0,0,0,0,0,0,0,0,2,85,6112,0,1
1,0.083,1,0.0833,0,0,0,0,0,1,11,535,0,1
