Profile Pic,Full Name Words,Nums/Length Fullname,Bio Length,External Url,Private,Verified,Business,#Posts,#Followers,#Following,Delta,Fake
1,2,0,0,0,0,0,0,13,469,563,-94,0
1,2,0,9,0,0,0,1,16,454,494,-40,0
1,2,0,5,0,1,0,0,70,648,595,53,0
1,2,0,0,0,0,0,1,132,323,516,-193,0
1,2,0,22,0,0,0,1,4,679,977,-298,0
1,4,0,0,0,0,0,0,119,1754,1279,475,0
1,1,0,26,1,0,0,1,206,1255,2887,-1632,0
1,5,0,146,0,0,0,1,32,127,202,-75,0
1,2,0,31,0,0,0,1,14,1038,832,206,0
1,2,0,94,0,0,0,0,28,284,237,47,0
1,2,0,40,0,0,0,0,19,698,1253,-555,0
1,2,0,13,0,0,0,1,18,2080,2106,-26,0
1,2,0,34,1,0,1,1,29,9492035,1006,9491029,0
1,2,0.25,10,0,0,0,0,103,1535,1892,-357,0
1,0,0,13,0,0,0,0,28,1773,1000,773,0
1,2,0,15,0,0,0,1,16,462,1027,-565,0
1,2,0,119,1,0,0,0,755,259286,170,259116,0
1,2,0,53,0,0,1,1,1959,718174,1076,717098,0
1,0,0,0,0,1,0,0,38,1072,584,488,0
1,1,0,150,1,0,0,0,2783,46280,23,46257,0
1,2,0,27,0,0,0,0,11,50,531,-481,0
1,1,0,91,0,0,0,1,68,573,615,-42,0
1,2,0,0,1,1,0,0,143,372,443,-71,0
1,1,0,0,0,1,0,0,183,385,446,-61,0
1,2,0,127,1,0,1,0,560,942342,439,941903,0
1,2,0,0,0,1,0,0,79,917,410,507,0
1,1,0,0,0,1,0,0,30,1389,793,596,0
1,1,0,38,0,0,0,0,314,2397,844,1553,0
1,2,0,0,0,0,0,1,13,5653,602,5051,0
1,1,0,25,0,1,0,0,10,795,505,290,0
1,2,0,0,0,0,0,0,10,245,388,-143,0
1,2,0,85,0,1,0,0,52,904,752,152,0
1,3,0,47,1,1,0,0,113,414,402,12,0
1,2,0,44,1,0,1,0,1706,13711715,275,13711440,0
1,2,0,38,0,1,0,0,173,639,530,109,0
1,2,0,19,0,1,0,0,104,709,447,262,0
1,1,0,148,1,0,0,0,222,63737,837,62900,0
1,2,0,0,0,0,1,0,459,82917,351,82566,0
1,1,0,59,0,0,0,1,21,951,675,276,0
1,2,0,100,1,0,0,1,119,1436,512,924,0
1,3,0,48,1,0,0,0,311,3210,1010,2200,0
1,1,0,101,1,0,1,1,14192,1087876,23,1087853,0
1,2,0,68,1,0,0,1,113,3048,524,2524,0
1,2,0,46,1,0,0,1,1551,58293,799,57494,0
1,2,0,11,0,0,0,1,9,326,531,-205,0
1,1,0,2,1,0,0,1,9,3189,999,2190,0
1,1,0,6,0,0,0,0,31,2776,803,1973,0
1,1,0,34,1,0,0,1,136,12788,194,12594,0
1,2,0,18,1,0,0,1,673,2659,913,1746,0
1,2,0,48,0,0,0,0,479,3781,757,3024,0
1,4,0,149,0,0,1,0,975,1450714,1313,1449401,0
1,2,0,44,0,0,1,1,2620,442781,436,442345,0
1,2,0,60,0,0,0,0,1473,66598,833,65765,0
1,2,0,22,1,0,0,0,30,1220,1170,50,0
1,4,0,22,1,0,0,0,9,540,496,44,0
1,1,0,6,0,0,0,0,0,454,262,192,0
1,1,0,72,1,0,0,0,1026,492858,180,492678,0
1,1,0,0,0,0,0,0,8,1356,1536,-180,0
1,2,0,66,0,0,0,1,191,156040,649,155391,0
1,1,0,5,0,0,0,0,65,899,691,208,0
1,2,0,98,0,0,1,1,512,3821244,565,3820679,0
1,1,0,6,0,1,0,0,71,1437,437,1000,0
1,1,0,42,0,1,0,0,34,1508,900,608,0
1,2,0,76,1,0,1,1,12430,4018800,66,4018734,0
1,2,0,143,0,0,1,0,671,52214,392,51822,0
1,2,0,143,1,0,1,0,301,3759937,478,3759459,0
1,1,0,13,0,0,0,1,192,1469,965,504,0
1,2,0,0,0,1,0,0,110,2760,772,1988,0
1,3,0,91,1,0,0,0,16,132507,37,132470,0
1,1,1.0,18,0,0,0,0,23,738,693,45,0
1,2,0,72,1,0,0,1,61,4179,1064,3115,0
1,1,0,15,0,0,0,1,1,4743,2136,2607,0
1,1,0,11,0,0,0,0,0,676,681,-5,0
1,3,0,56,1,0,0,0,68,1192,925,267,0
1,3,0,0,1,0,0,1,418,3361,80,3281,0
1,3,0,100,1,0,0,0,2411,40734,2276,38458,0
1,5,0,53,0,0,0,1,480,70418,41,70377,0
1,0,0,9,0,0,0,0,1,625,293,332,0
1,1,0,23,0,0,0,1,0,827,888,-61,0
1,4,0,140,1,1,0,0,7626,2204903,182,2204721,0
1,3,0,3,1,0,1,0,3988,334371,936,333435,0
1,0,0,17,0,0,0,0,39,2608,1373,1235,0
1,1,0,11,0,0,0,0,11,5123,715,4408,0
1,1,0,1,0,0,0,0,0,125,356,-231,0
1,2,0,0,0,1,0,0,62,759,521,238,0
1,2,0,0,0,0,0,0,13,1911,513,1398,0
1,3,0,101,0,0,0,1,123,1457,910,547,0
1,1,0,13,0,1,0,0,51,1527,736,791,0
1,2,0,29,0,0,0,1,194,2009,461,1548,0
1,2,0,0,0,1,0,0,29,567,529,38,0
1,2,0,135,0,0,0,0,30,177,484,-307,0
1,1,0,10,0,1,0,0,38,701,638,63,0
1,1,0,4,0,0,0,0,20,399,191,208,0
1,1,0,43,0,1,0,0,79,2165,837,1328,0
1,1,0,27,0,0,0,0,22011,640941,510,640431,0
1,1,0,24,0,0,0,1,157,6979,364,6615,0
1,3,0,129,1,0,0,1,5090,323761,7403,316358,0
1,2,0,69,1,0,0,1,1896,24920,2308,22612,0
1,1,0,0,0,1,0,0,3921,405272,381,404891,0
1,2,0,25,1,0,0,0,25,1804,996,808,0
1,0,0,7,0,0,0,1,34,1373,1069,304,0
1,3,0.1111,148,1,0,0,1,89,4103,958,3145,0
1,1,0,69,1,0,0,1,14,1139,877,262,0
1,1,0,45,0,0,0,0,2,562,1164,-602,0
1,0,0,6,0,0,0,0,53,9162,385,8777,0
1,2,0,91,0,0,0,1,68,3267,744,2523,0
1,2,0,30,0,0,0,0,63,745,458,287,0
0,1,0,0,0,0,0,0,57,834,751,83,0
1,1,0,24,0,0,0,1,84,671,389,282,0
1,2,0,13,0,0,0,0,37,753,370,383,0
1,1,0,88,0,1,0,0,152,792,754,38,0
1,3,0,114,0,0,0,0,105,1176,846,330,0
1,2,0,77,0,0,0,1,283,4784,2167,2617,0
1,1,0,0,0,0,0,1,19,914,743,171,0
1,2,0,73,1,0,0,1,61,3832,634,3198,0
1,2,0,147,0,0,0,1,36,2139,613,1526,0
1,0,0,103,0,0,0,1,26,3251,898,2353,0
1,2,0,7,0,0,0,0,39,1703,1029,674,0
1,2,0,7,0,0,0,1,5,2228,787,1441,0
1,0,0,0,0,1,0,0,2,36,6170,-6134,1
0,1,0,0,0,0,0,0,0,9,515,-506,1
1,0,0,0,0,0,0,0,3,90,6166,-6076,1
0,1,0,0,0,0,0,0,0,6,531,-525,1
1,1,0,0,0,0,0,0,2,63,4586,-4523,1
1,1,0,0,0,0,0,0,3,86,6166,-6080,1
1,1,0,0,0,0,0,0,1,2,198,-196,1
1,0,0,0,0,0,0,0,5,79,5056,-4977,1
0,1,0,0,0,1,0,0,0,20,649,-629,1
1,2,0,0,0,0,0,0,1,38,414,-376,1
1,0,0,0,0,0,0,0,3,87,6188,-6101,1
0,2,0,0,0,0,0,0,1,32,207,-175,1
1,0,0,0,0,0,0,0,7,85,6196,-6111,1
1,0,0,0,0,0,0,0,3,95,3185,-3090,1
1,1,0,0,0,0,0,0,2,70,6312,-6242,1
1,1,0,0,0,0,0,0,2,66,3133,-3067,1
0,1,0,0,0,1,0,0,0,0,571,-571,1
1,4,0,65,0,0,0,0,41,508,2877,-2369,1
1,1,0.5,5,0,0,0,0,3,312,6914,-6602,1
1,0,0,0,0,0,0,0,3,64,3567,-3503,1
1,1,0,0,0,0,0,0,3,76,6296,-6220,1
1,1,0,0,0,0,0,0,7,3,39,-36,1
1,0,0,0,0,0,0,0,5,85,4508,-4423,1
1,1,0,0,0,0,0,1,6,52,2422,-2370,1
1,1,0,0,0,0,0,0,6,92,6158,-6066,1
1,1,0,0,0,0,0,0,4,76,4932,-4856,1
1,1,0,0,0,0,0,0,2,77,6376,-6299,1
1,1,0,0,0,0,0,0,1,56,6905,-6849,1
1,1,0,0,0,0,0,0,2,54,4139,-4085,1
1,1,0,0,0,0,0,0,5,79,5979,-5900,1
0,1,0.3077,0,0,0,0,0,0,3,1,2,1
1,1,0,0,0,0,0,0,1,2,310,-308,1
1,2,0,88,0,0,0,0,99,236,3005,-2769,1
1,1,0,0,0,0,0,0,4,64,4458,-4394,1
1,1,0,0,0,0,0,0,2,78,6120,-6042,1
1,0,0,0,0,1,0,0,2,64,2811,-2747,1
1,1,0,0,0,0,0,0,5,85,6016,-5931,1
0,0,0,0,0,1,0,0,1,15,552,-537,1
1,2,0,0,0,0,0,0,24,128,886,-758,1
1,0,0,0,0,0,0,0,2,12,2183,-2171,1
1,2,0,24,0,0,0,0,10,150,310,-160,1
1,1,0,0,0,0,0,0,3,52,2908,-2856,1
1,2,0,0,0,0,0,0,0,0,1,-1,1
1,0,0,0,0,0,0,0,4,81,6109,-6028,1
1,0,0,8,0,1,0,0,3,27,72,-45,1
1,2,0,16,0,1,0,0,0,117,6788,-6671,1
1,1,0,0,0,0,0,0,6,62,4038,-3976,1
1,1,0,0,0,0,0,0,412,133,830,-697,1
0,1,0,0,0,0,0,0,0,17,515,-498,1
1,1,0,0,0,0,0,0,6,178,6458,-6280,1
1,2,0,22,0,0,0,0,0,27,1335,-1308,1
1,3,0,0,0,0,0,0,4,162,592,-430,1
1,0,0,0,0,0,0,0,2,78,6169,-6091,1
1,1,0,0,0,0,0,0,4,84,6116,-6032,1
1,1,0,0,0,0,0,0,1,75,6646,-6571,1
1,3,0,0,0,0,0,0,42,789,6207,-5418,1
1,0,0,0,0,0,0,0,4,84,5965,-5881,1
1,1,0,0,0,0,0,0,2,14,538,-524,1
1,2,0,24,0,1,0,0,629,474,6199,-5725,1
1,2,0,94,0,0,0,0,5,553,5530,-4977,1
1,0,0,0,0,1,0,0,0,36,869,-833,1
1,1,0,0,0,0,0,0,3,78,4844,-4766,1
1,1,0,0,0,0,0,0,3,70,6119,-6049,1
1,2,0,0,0,1,0,0,0,84,1443,-1359,1
1,0,0,0,0,0,0,0,2,23,2727,-2704,1
1,0,0,0,0,0,0,0,8,84,7128,-7044,1
1,1,0,1,0,0,0,0,0,6,7,-1,1
1,2,0,0,0,1,0,0,4,46,98,-52,1
1,0,0,0,0,1,0,0,3,19,6207,-6188,1
1,2,0,0,0,1,0,0,70,330,4769,-4439,1
1,1,0,0,1,1,0,0,0,507,3253,-2746,1
1,1,0,0,0,0,0,0,4,78,6210,-6132,1
1,2,0,0,0,1,0,0,0,176,6982,-6806,1
1,0,0,0,0,0,0,0,2,80,6208,-6128,1
1,0,0,0,0,1,0,0,5,28,3512,-3484,1
0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,2,0,2,1
1,1,0,0,0,0,0,0,3,73,6182,-6109,1
1,0,0,0,0,1,0,0,2,27,5719,-5692,1
1,1,0,0,0,1,0,0,210,1354,3008,-1654,1
1,0,0,0,0,0,0,0,3,79,6247,-6168,1
1,0,0,0,0,0,0,0,3,72,6045,-5973,1
1,2,0,62,0,1,0,0,17,1530,3348,-1818,1
1,2,0,76,0,1,0,0,145,412,1183,-771,1
0,0,0,0,0,1,0,0,0,5,1232,-1227,1
1,1,0.4286,9,0,1,0,0,254,254,6889,-6635,1
1,2,0,0,0,1,0,0,0,23,62,-39,1
1,1,0,0,0,0,0,0,2,68,3980,-3912,1
1,0,0,0,0,0,0,0,2,85,6112,-6027,1
1,1,0.0833,0,0,0,0,0,1,11,535,-524,1
1,1,0,99,0,0,0,0,285,655,699,-44,1
1,1,0,0,0,0,0,0,5,72,6173,-6101,1
1,0,0,0,0,1,0,0,2,27,4540,-4513,1
1,0,0,0,0,0,0,0,9,57,6488,-6431,1
0,1,0.2857,0,0,0,0,0,0,38,0,38,1
0,1,1.0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,1,0,0,0,15,0,15,1
1,2,0,16,0,1,0,0,24,244,5781,-5537,1
1,1,0,0,0,0,0,0,3,67,6119,-6052,1
1,2,0,0,0,0,0,0,45,346,1344,-998,1
1,2,0,0,0,1,0,0,38,1033,3928,-2895,1
1,1,0,0,0,0,0,0,5,64,2995,-2931,1
1,1,0,0,0,0,0,0,2,58,2370,-2312,1
1,0,0,0,0,0,0,0,3,72,3531,-3459,1
0,0,0,0,0,0,0,0,0,1,95,-94,1
1,1,0,0,0,0,0,0,2,62,3433,-3371,1
1,1,0.4,0,0,0,0,0,1,66,5152,-5086,1
1,2,0,8,0,1,0,0,30,1109,3149,-2040,1
0,1,0,0,0,1,0,0,0,114,7502,-7388,1
1,1,0,0,0,0,0,0,2,59,3838,-3779,1
1,2,0,0,0,0,0,0,259,954,4794,-3840,1
1,1,0,0,0,0,0,0,2,68,6086,-6018,1
0,1,0,0,0,1,0,0,0,135,625,-490,1
1,0,0,0,0,0,0,0,3,73,6144,-6071,1
1,1,0,0,0,0,0,0,1,210,6562,-6352,1
1,0,0,0,0,0,0,0,3,100,6181,-6081,1
0,0,0,2,0,1,0,0,0,98,6541,-6443,1
1,0,0,0,0,1,0,0,5,28,6175,-6147,1
1,1,0,0,0,0,0,0,4,79,6184,-6105,1
1,1,0,0,0,0,0,0,5,83,4501,-4418,1
1,1,0,59,0,1,0,0,5,207,1313,-1106,1
1,1,0,0,0,0,0,0,4,73,6221,-6148,1
0,0,0,0,0,0,0,0,0,67,614,-547,1
1,2,0,0,0,0,0,0,2,80,49,31,1
1,0,0,0,0,0,0,0,2,88,6176,-6088,1
1,0,0,78,0,1,0,0,1,34,154,-120,1
1,1,0,0,0,0,0,0,3,60,4163,-4103,1
1,0,0,12,0,0,0,0,3,10,545,-535,1
1,0,0,0,0,1,0,0,3,35,1267,-1232,1
1,1,0,7,0,0,0,0,5,257,4871,-4614,1
1,2,0,0,0,1,0,0,1,162,28,134,1
1,0,0,0,0,0,0,0,2,72,6163,-6091,1
1,1,0,0,0,0,0,0,38,521,1458,-937,1
1,1,0,0,0,0,0,0,3,70,4713,-4643,1
1,2,0,36,0,1,0,0,6175,157,166,-9,1
1,3,0,137,0,0,0,0,186,197,689,-492,1
1,2,0,0,0,0,0,0,1,351,2088,-1737,1
1,1,0,133,0,0,0,1,176,244,3113,-2869,1
1,2,0,59,0,1,0,0,164,728,1020,-292,1
1,0,0,0,0,0,0,0,3,85,6091,-6006,1
1,1,0,0,0,0,0,0,2,94,6233,-6139,1
1,2,0,39,0,0,0,0,159,1780,7447,-5667,1
1,1,0,0,0,1,0,0,427,611,2234,-1623,1
1,1,0,0,0,0,0,0,3,71,6250,-6179,1
1,0,0,0,0,0,0,0,2,62,3501,-3439,1
1,0,0,0,0,1,0,0,2,38,6319,-6281,1
1,0,0,0,0,0,0,0,5,61,3183,-3122,1
0,0,0,0,0,1,0,0,0,526,3338,-2812,1
1,2,0,0,0,1,0,0,22,610,703,-93,1
1,1,0,0,0,0,0,0,3,76,5846,-5770,1
1,1,0,0,0,0,0,0,2,74,6217,-6143,1
1,1,0.1,0,0,0,0,0,2,6,529,-523,1
1,1,0,0,0,0,0,0,2,62,4081,-4019,1
1,2,0,114,0,0,0,0,7,547,5132,-4585,1
1,0,0,0,0,0,0,0,4,81,5680,-5599,1
1,0,0,0,0,0,0,0,6,76,5890,-5814,1
1,1,0.1429,0,0,1,0,0,2,285,6003,-5718,1
1,2,0,116,0,1,0,0,223,194,7457,-7263,1
1,1,0.6667,0,0,0,0,0,2,158,5619,-5461,1
1,0,0,0,0,0,0,0,3,53,6189,-6136,1
1,1,0,0,0,1,0,0,178,138,506,-368,1
1,1,0,0,0,0,0,0,1,5,180,-175,1
1,0,0,0,0,0,0,0,2,97,6202,-6105,1
0,2,0,19,0,1,0,0,0,79,57,22,1
1,0,0,0,0,0,0,0,2,23,4517,-4494,1
1,0,0,0,0,0,0,0,2,93,6156,-6063,1
1,1,0,0,0,0,0,0,3,62,2291,-2229,1
0,1,0,0,0,0,0,0,0,1313,2412,-1099,1
1,1,0,0,0,1,0,0,92,43,132,-89,1
1,1,0.3333,0,0,1,0,0,16,411,7043,-6632,1
1,1,0,0,0,0,0,0,7,121,7335,-7214,1
0,1,0,0,1,1,0,0,2,17,247,-230,1
1,1,0,0,0,0,0,0,3,67,5070,-5003,1
0,0,0,0,0,1,0,0,0,262,6202,-5940,1
1,4,0.1923,61,0,0,0,0,14,142,1588,-1446,1
1,1,0,0,0,0,0,0,5,94,6171,-6077,1
1,0,0,0,0,0,0,0,3,84,6250,-6166,1
1,0,0,0,0,0,0,0,3,67,4118,-4051,1
1,2,0,63,0,1,0,0,1,5,29,-24,1
1,0,0,0,0,1,0,0,5,27,5415,-5388,1
1,1,0,0,0,0,0,0,0,124,277,-153,1
1,4,0,36,0,0,0,0,2,4,124,-120,1
1,1,0,0,0,0,0,0,3,97,6214,-6117,1
1,0,0,0,0,1,0,0,1,72,4832,-4760,1
1,1,0,0,0,0,0,0,1,30,2092,-2062,1
1,2,0,0,0,1,0,0,0,65,304,-239,1
1,1,0,0,0,0,0,0,2,78,6210,-6132,1
1,3,0,7,0,0,0,1,135,1093,212,881,1
1,0,0,2,0,0,0,0,0,0,8,-8,1
1,2,0,7,0,1,0,0,204,623,1776,-1153,1
1,1,0.0909,0,0,0,0,0,7,215,6683,-6468,1
1,0,0,0,0,0,0,0,4,38,5412,-5374,1
1,1,0,0,0,0,0,0,7,60,203,-143,1
1,1,0,0,0,0,0,0,2,73,5234,-5161,1
1,2,0,0,0,0,0,0,0,66,433,-367,1
1,2,0,57,0,0,0,0,0,54,187,-133,1
1,2,0,5,0,1,0,0,947,265,1077,-812,1
1,0,0,0,0,1,0,0,3,27,6124,-6097,1
1,1,0.25,0,0,0,0,0,0,48,180,-132,1
0,2,0,122,0,0,0,0,0,97,461,-364,1
0,2,0,0,0,0,0,0,0,16,101,-85,1
1,2,0,0,0,0,0,1,110,833,3268,-2435,1
1,0,0,0,0,0,0,0,2,53,2021,-1968,1
0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,3,22,3951,-3929,1
1,1,0,0,0,0,0,0,2,50,2196,-2146,1
1,0,0,0,0,0,0,0,0,31,3,28,1
1,1,0,0,0,0,0,0,4,73,4636,-4563,1
1,0,0,134,1,0,0,0,38,381,920,-539,1
1,1,0,0,0,0,0,0,2,64,4422,-4358,1
1,1,0,0,0,0,0,0,2,71,3390,-3319,1
1,2,0,85,1,0,0,0,620,373,621,-248,1
1,0,0,0,0,0,0,0,3,73,6056,-5983,1
1,0,0,0,0,0,0,0,2,69,5355,-5286,1
1,1,0,0,0,0,0,0,14,160,635,-475,1
0,0,0,41,0,0,0,0,4,130,115,15,1
1,0,0,3,0,1,0,0,0,202,761,-559,1
1,1,0,0,0,0,0,0,2,50,2480,-2430,1
1,0,0,0,0,0,0,0,5,43,6194,-6151,1
0,0,0,0,0,0,0,0,0,147,843,-696,1
0,0,0,0,0,0,0,0,0,69,6129,-6060,1
1,3,0,60,0,1,0,0,637,1550,3563,-2013,1
1,0,0,0,0,0,0,0,5,54,3151,-3097,1
1,1,0,0,0,0,0,0,6,66,2756,-2690,1
1,2,0,6,0,1,0,0,149,53,1108,-1055,1
1,2,0,0,0,0,0,0,1,426,4868,-4442,1
1,2,0,28,1,1,0,0,36,339,709,-370,1
1,0,0,0,0,0,0,0,4,87,5974,-5887,1
1,0,0,38,0,1,0,0,0,402,2265,-1863,1
0,1,0,0,0,0,0,0,0,26,2716,-2690,1
1,1,0,0,0,0,0,0,2,75,5662,-5587,1
1,2,0,0,0,1,0,0,1,15,19,-4,1
0,2,0,0,0,0,0,0,0,40,0,40,1
1,2,0,6,0,1,0,0,103,406,1069,-663,1
0,0,0,0,0,1,0,0,0,98,486,-388,1
1,2,0,13,0,1,0,0,417,726,5213,-4487,1
1,0,0,0,0,1,0,0,3,30,4684,-4654,1
1,1,0.5,69,0,0,0,0,19,195,2038,-1843,1
0,0,0,0,0,1,0,0,1,0,0,0,1
1,1,0,0,0,0,0,0,1,27,959,-932,1
1,0,0,0,0,1,0,0,3,32,2434,-2402,1
1,3,0.0769,0,0,0,0,0,93,544,2002,-1458,1
1,2,0,38,0,1,0,0,141,88,1118,-1030,1
1,3,0,112,0,0,0,0,156,629,2934,-2305,1
1,0,0,57,0,1,0,0,6,358,713,-355,1
1,0,0,0,0,0,0,0,2,44,6282,-6238,1
1,3,0,5,0,1,0,0,24,141,2273,-2132,1
1,2,0,148,0,1,0,0,15,163,7500,-7337,1
1,0,0,0,0,0,0,0,2,35,6109,-6074,1
1,0,0,0,0,0,0,0,2,86,6431,-6345,1
1,3,0,12,0,1,0,0,9,176,6730,-6554,1
1,2,0,0,0,1,0,0,3,828,2110,-1282,1
1,0,0,0,0,0,0,0,2,67,3314,-3247,1
1,1,0,0,0,0,0,0,2,77,6205,-6128,1
1,2,0,0,0,0,0,0,1,2,169,-167,1
1,1,0,0,0,1,0,0,1,53,3943,-3890,1
1,0,0,0,0,1,0,0,2,25,4849,-4824,1
1,2,0,0,0,0,0,0,41,260,1810,-1550,1
1,0,0,0,0,0,0,0,3,55,3318,-3263,1
0,1,0,0,0,0,0,0,0,36,225,-189,1
1,1,0,0,0,0,0,0,5,83,6347,-6264,1
1,2,0,0,0,1,0,0,1,255,3631,-3376,1
1,0,0,0,0,0,0,0,6,48,5238,-5190,1
0,1,0,0,0,0,0,0,0,13,538,-525,1
1,5,0,0,0,0,0,0,15,51,144,-93,1
1,0,0,0,0,1,0,0,3,33,4959,-4926,1
1,2,0,0,1,1,0,0,10,469,7499,-7030,1
1,0,0,0,0,1,0,0,4,23,4997,-4974,1
1,2,0,138,0,0,0,0,62,416,1016,-600,1
1,2,0,0,0,1,0,0,3,88,413,-325,1
1,1,0,73,0,0,0,0,4,31,1229,-1198,1
1,1,0,0,0,0,0,0,5,105,5765,-5660,1
1,12,0,70,0,1,0,0,1065,497,7067,-6570,1
1,0,0,0,0,0,0,0,2,68,6203,-6135,1
1,1,0,0,0,1,0,0,79,812,7498,-6686,1
1,0,0,0,0,0,0,0,0,1978,6641,-4663,1
1,1,1.0,1,0,0,0,0,1,880,6082,-5202,1
1,2,0,48,0,0,0,1,306,1170,2623,-1453,1
1,2,0,90,0,0,0,0,462,719,2525,-1806,1
1,3,0,147,0,1,0,0,53,742,7435,-6693,1
1,0,0,0,0,1,0,0,3,23,5603,-5580,1
1,1,0,128,0,0,0,0,4,20,143,-123,1
1,2,0,0,0,1,0,0,153,1437,2731,-1294,1
1,1,0,119,0,0,0,0,20,97,6752,-6655,1
1,0,0,0,0,1,0,0,0,24,4793,-4769,1
1,0,0,0,0,0,0,0,3,63,3686,-3623,1
1,0,0,0,0,0,0,0,2,69,4303,-4234,1
1,4,0,147,0,0,0,1,9500,4733,7502,-2769,1
1,2,0,1,0,0,0,0,97,719,5817,-5098,1
1,2,0,20,0,0,0,0,9,349,1772,-1423,1
1,1,0,0,0,0,0,0,2,65,3481,-3416,1
1,2,0,49,0,1,0,0,10,142,6924,-6782,1
1,1,0.2222,0,0,0,0,0,40,173,6459,-6286,1
1,0,0,0,0,0,0,0,4,75,4248,-4173,1
1,4,0,47,0,1,0,0,58,453,1482,-1029,1
1,1,0,2,0,0,0,0,0,86,90,-4,1
1,0,0,0,0,0,0,0,3,66,3533,-3467,1
1,0,0,0,0,0,0,0,2,39,6306,-6267,1
1,0,0,0,0,0,0,0,5,90,6270,-6180,1
1,1,0,0,0,0,0,0,2,58,3648,-3590,1
1,0,0,0,0,0,0,0,4,47,2260,-2213,1
1,1,0,0,0,0,0,0,3,90,6184,-6094,1
1,2,0,22,0,0,0,0,7,454,1138,-684,1
1,0,0,0,0,0,0,0,3,63,3373,-3310,1
0,0,0,0,0,0,0,0,0,2,0,2,1
1,1,0,0,0,0,0,0,3,90,6261,-6171,1
1,2,0,1,0,1,0,0,3,248,366,-118,1
1,5,0,123,0,1,0,0,120,998,6088,-5090,1
1,0,0,0,0,1,0,0,3,27,6053,-6026,1
1,0,0,0,0,0,0,0,5,45,6091,-6046,1
1,1,0,0,0,0,0,0,4,76,5043,-4967,1
1,1,0,0,0,0,0,0,2,75,6208,-6133,1
1,1,0,0,0,0,0,0,3,93,6180,-6087,1
0,0,0,0,0,0,0,0,0,0,0,0,1
1,2,0,0,0,0,0,0,1,38,14,24,1
0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0,0,0,1,17,175,2748,-2573,1
1,0,0,0,0,1,0,0,4,36,6170,-6134,1
1,2,0,39,0,1,0,0,12,407,7495,-7088,1
1,0,0,0,0,1,0,0,2,22,3031,-3009,1
1,1,0,0,0,0,0,0,4,61,4488,-4427,1
1,0,0,0,0,0,0,0,5,86,5249,-5163,1
1,0,0,0,0,0,0,0,3,7,720,-713,1
1,2,0,0,0,0,0,0,17,486,1957,-1471,1
1,1,0,0,0,0,0,0,0,82,6181,-6099,1
1,4,0,0,0,0,0,0,45,62,158,-96,1
1,1,0,60,0,1,0,0,14,23,135,-112,1
1,1,0,0,0,1,0,0,27,103,1014,-911,1
1,0,0,0,0,1,0,0,2,27,4235,-4208,1
1,0,0,0,0,0,0,0,5,61,2930,-2869,1
1,1,0,122,1,0,0,0,388,1679,6001,-4322,1
1,1,0,106,0,1,0,0,121,675,7502,-6827,1
1,2,0,0,0,1,0,0,31,442,561,-119,1
1,0,0,0,0,1,0,0,3,33,6312,-6279,1
1,1,0,17,0,1,0,0,79,260,124,136,1
1,0,0,0,0,1,0,0,2,21,4918,-4897,1
1,1,0,0,0,1,0,0,1,1,795,-794,1
1,2,0,21,0,1,0,0,21,1035,4282,-3247,1
1,1,0,0,0,0,0,0,2,37,727,-690,1
1,2,0,85,1,0,0,0,35,1309,5942,-4633,1
1,3,0,0,0,1,0,0,107,573,965,-392,1
1,1,0,0,0,0,0,0,2,87,6138,-6051,1
1,0,0,0,0,1,0,0,3,31,4429,-4398,1
1,1,0,0,0,0,0,0,3,87,6241,-6154,1
1,2,0,0,0,1,0,0,147,60,1077,-1017,1
0,0,0,0,0,0,0,0,0,0,244,-244,1
1,1,0,0,0,0,0,0,1,89,5166,-5077,1
0,2,0,36,0,1,0,0,55,685,1075,-390,1
1,2,0,150,0,0,0,0,9,193,564,-371,1
1,2,0,8,0,1,0,0,428,176,333,-157,1
1,1,0,0,0,0,0,0,69,366,897,-531,1
0,1,0,34,0,0,0,0,1,0,26,-26,1
1,4,0,0,0,1,0,0,0,24,357,-333,1
1,1,0,4,1,0,0,1,99,426,3280,-2854,1
0,1,0.6364,0,0,1,0,0,0,25,7035,-7010,1
1,1,0,0,0,0,0,0,3,62,4162,-4100,1
1,2,0,0,0,0,0,0,13,62,6231,-6169,1
1,1,0,0,0,0,0,0,3,87,6199,-6112,1
1,1,0,0,0,0,0,0,2,68,6266,-6198,1
0,1,0,0,0,0,0,0,0,40,490,-450,1
0,2,0,0,0,0,0,0,0,33,0,33,1
0,2,0.2727,0,0,1,0,0,0,15,88,-73,1
0,0,0,0,0,1,0,0,0,0,1,-1,1
0,1,0.3333,0,0,0,0,0,0,1,0,1,1
1,1,0,0,0,0,0,0,5,69,6075,-6006,1
1,0,0,0,0,1,0,0,4,21,2963,-2942,1
1,1,0,0,0,0,0,0,1,133,6613,-6480,1
1,0,0,0,0,0,0,0,2,47,6189,-6142,1
1,1,0,14,0,1,0,0,19,5,71,-66,1
1,0,0,0,0,1,0,0,2,29,6412,-6383,1
0,2,0,11,0,1,0,0,0,0,50,-50,1
