Profile Pic,Nums/Length Username,Full Name Words,Bio Length,External Url,Verified,Business,#Posts,#Followers,#Following,Last Post Recent,%Post Single Day,Index of Activity,Average of Likes,Fake,Profile Pic Url,Username
1,0,0,0,0,0,0,3,102,6206,0,100.0,0,141.0,1,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/10903293_1389472724685887_1832875637_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=Cg7MCE8c1pYAX_zSxHu&oh=ca9d28c5f081c034a6dba0e669ffacc6&oe=5EB0E3C5,athaniallauhgter
1,0,1,0,0,0,0,3,58,1863,0,66.667,0,65.667,1,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/10895505_303613733169650_1195970141_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=9Rj6LwXwnWIAX9MBuMl&oh=16f6260afbda93665b3dd538f64261cd&oe=5EAFC65F,ieglrquhart
1,0,2,74,0,0,0,30,494,710,0,6.667,0,53.9,1,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/12530859_900894460009775_471213453_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=OGk4X9EewugAX-hzT0z&oh=92d8c59f6afdd7d46cd5c44571012fd2&oe=5EAFF141,joelcauich
1,0,1,0,0,0,0,3,51,1587,0,100.0,0,80.0,1,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/10895154_687505674701960_1160191717_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=WCsJbYKMmdcAX9id1YE&oh=35501e5589105f34921a1505b352b1fe&oe=5EADD064,axoregst
0,0.6,4,0,0,0,0,0,10,494,0,0,0,0,1,https://scontent-ssn1-1.cdninstagram.com/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=scontent-ssn1-1.cdninstagram.com&_nc_ohc=-ZwDqkF1E0EAX-W4qmO&oh=d9ec06db5782d804d28b92338eef8032&oe=5EB0CC0F&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2,flower103355555
0,0.125,1,0,0,0,0,0,5,521,0,0,0,0,1,https://instagram.fsub6-3.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=instagram.fsub6-3.fna.fbcdn.net&_nc_cat=1&_nc_ohc=-ZwDqkF1E0EAX8Fw3DD&oh=25c0a35a764d41ace2810c9fa135b21c&oe=5EB0CC0F&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2,mohamedalsaaed77
0,0.3,1,0,0,0,0,0,0,0,0,0,0,0,1,https://instagram.fruh2-1.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=instagram.fruh2-1.fna.fbcdn.net&_nc_ohc=-ZwDqkF1E0EAX-0JxJa&oh=d7243da0ae5ac0b658525c241d8bfcd8&oe=5EB0CC0F&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2,mohamedalsaaed772018
1,0,4,78,0,0,0,867,1041,2631,0,15.0,0,274.38,1,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/11264744_884453331648815_1372459947_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=Rw298mZvcEwAX_vji5c&oh=efdac8fb82c7d487d3abf30957bdd5e4&oe=5EB0B371,_you_aremine
1,0,1,0,0,0,0,2,96,5553,0,100.0,0,260.5,1,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/10838322_749169548497502_1884949_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=wKza9DcI73YAX-agIFA&oh=d56da7596dc4c902b2d05085beef0ba5&oe=5EAF0FE4,histayhorpe
1,0,1,0,0,0,0,3,74,6151,0,66.667,0,175.0,1,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/10852629_391660664324821_593597805_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=iXH8P7JHDcoAX9k_8kv&oh=0ef110d9e81dabdfb159a1607fd4c9f2&oe=5EAF611D,decoratearmelo
1,0,1,0,0,0,0,2,71,6232,0,50.0,0,221.0,1,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/923868_759158117465748_910344254_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=Ghmjg6WX1E8AX_jdtuf&oh=e515575e3ca12e937dfd871df0bcefca&oe=5EAFEBD9,arbraarady
1,0,0,0,0,0,0,3,75,6223,0,100.0,0,149.333,1,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/10860008_1521048778174099_1361332868_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=Q7egQiJSgXQAX_zS5tb&oh=43588e6e5099edc7fc8225a5347e45f3&oe=5EADCE52,unaonlenl
1,0.25,1,0,0,0,0,1,16,397,0,100.0,0,14.0,1,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/23161583_122395625123983_2505205482604462080_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=gv2qMmy60w8AX8aRjnB&oh=33c9eb145245e7a342e755ac4ac8613c&oe=5EAFE675,huntymood456
1,0,1,0,0,0,0,0,90,6182,0,0,0,0,1,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/10852802_880289492021364_1894768362_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=heLW-K1qR7oAX9_lr4m&oh=2aa6f10e018661df03f5c46da1f0e775&oe=5EAFDD25,restinmery
1,0,1,0,0,0,0,3,82,6114,0,100.0,0,151.333,1,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/10865154_496818443790608_78598136_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=SSCZU60NFkYAX-q2WMt&oh=099c1324fab6164f21fc498479290ed0&oe=5EB01C21,saislonj
1,0,1,0,0,0,0,3,48,1789,0,66.667,0,96.667,1,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/10864925_1435927716629727_120717835_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=2klesgxGrGYAX8CqP7f&oh=a01c9616b144bcb1ed86e25e8110a672&oe=5EB0102D,isaelucowkrth
1,0,4,131,1,0,1,533,4909,3612,1,9.0,1.417,84.4,1,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/13423577_284455491906950_39555036_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=Xci941hDdk4AX_GFeuZ&oh=6cc31663c0f7e2d8c44d331626dbd0a5&oe=5EAF0B7C,shaadisuperstore
1,0,1,0,0,0,0,1,14,520,0,100.0,0,316.0,1,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/23823909_638861823171133_960906135416602624_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=0jkBFhXJuVcAX_B8Y1b&oh=65265bfaabc4767a8025e352d817c980&oe=5EAEF368,hahacoolpapa
1,0,0,0,0,0,0,3,42,6231,0,100.0,0,164.333,1,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/10838919_1398382350454521_1170640629_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=rSXFpNxefhQAX86CKIv&oh=1aa8506821791edefc942017c07e83c6&oe=5EB039D8,eooughtonp
1,0,0,0,0,0,0,0,77,4717,0,0,0,0,1,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/10852902_1014480585245810_679286076_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=8EymiMZeioMAX_bOVjE&oh=45f1d970ec6343ab93a554f4d551d279&oe=5EB0C700,azminuraham
1,0.4,1,21,0,0,0,4,13,332,0,25.0,0,36.5,1,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/10914659_897746680284408_1864842135_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=lAJwLj8OxoIAX-DdAUA&oh=5d779968d087904270abb07d2a92fbe4&oe=5EAF852D,garry.0001
1,0,0,0,0,0,0,6,178,6996,0,66.667,0,71.667,1,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/14659415_931479166958553_987219677757308928_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=EmpxwNpT86UAX_aTQgI&oh=f1c0069bd34736abd7da0f35b562c982&oe=5EAF0ED1,musicasomeletra
1,0,0,0,0,0,0,3,91,6164,0,100.0,0,146.0,1,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/927422_553274964809713_368713375_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=VaV3ihdW7H0AX9xpYyP&oh=c5d45b035250ee574caeff12d18d7da4&oe=5EAF2F59,llissonioxn
1,0,1,0,0,0,0,4,75,6144,0,100.0,0,107.5,1,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/10852651_743351752407373_186025989_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=fA_LIpIRa7EAX-zLPIs&oh=08dc0bb06e625b24b3f50e14a99c1f12&oe=5EAF3D96,eotanrsenault
1,0.1,1,0,0,0,0,3,53,1042,0,66.667,0,56.0,1,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/10817996_309421552587987_1736209870_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=CTCUO61oOWQAX-mY9tV&oh=f7f1888e7bffe8fa933fcd18c0d6b832&oe=5EAEB6BF,adence8eal
1,0,0,0,0,0,0,2,63,3139,0,100.0,0,113.0,1,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/10882082_747647908623510_283994227_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=KcSwDrcM0OYAX8Mc-j7&oh=d1e342a8cda6def22a619b618c212655&oe=5EAE8DA4,yrseeowers
1,0,2,0,0,0,0,55,1136,2915,1,9.091,0.25,62.745,1,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/52998122_316877822349694_8760820895347376128_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=RmUyp6_mGZwAX8kXWGJ&oh=c6eade00ea2b69ad51a6447471a0c057&oe=5EAE6588,arthurlussato
1,0,1,0,0,0,0,4,44,1959,0,50.0,0,67.75,1,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/1515059_1545767442332433_1007029960_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=4hQ-8DKMdekAX-hTrSx&oh=e012cfa0bfd8d7bbe0b56aae52b0e0ff&oe=5EAD95FC,ohaverick
1,0,1,0,0,0,0,3,57,2097,0,100.0,0,96.333,1,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/10891063_898044356881788_830379889_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=IAPpk7Vn874AX9OO67-&oh=730eb2363b813a3983495fa56f5ff16d&oe=5EAFB6EA,ulissanernandez
1,0,2,82,1,0,1,563,848,7493,1,4.0,5.917,13.32,1,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/53495578_418872328686502_2341217450785243136_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=oG5U3r2xMwkAX-btKq5&oh=8d8e9798be5bf66b719fcef70227bf1f&oe=5EB0904D,aymooonsmart
1,0.167,2,0,0,0,0,1,296,2636,0,100.0,0,228.0,1,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/11887254_490255537817362_1057751799_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=htywjPRCulkAX9NLXFM&oh=631a6c6f6c72f1f347e6c592e249a76d&oe=5EB07CD4,k1denisepgr6
1,0,1,0,0,0,0,3,73,4454,0,100.0,0,143.333,1,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/10843731_1482673868638879_149722272_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=t0tSVdWZ-TgAX8Dg3CJ&oh=4411763548d5e304df90f2e846c4760d&oe=5EAE58D4,llyelnoyds
1,0,0,0,0,0,0,3,75,6099,0,66.667,0,145.333,1,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/10848101_383082201816969_1115915923_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=mSUEThtpDlUAX_In5Gs&oh=4c2205a912fc2afa43d0d0c7e0acdc99&oe=5EAF873F,lanacottf
1,0,2,0,0,0,0,0,2,1,0,0,0,0,1,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/69431645_380229942879928_9029940075781160960_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=VLDuXuYIQOIAX9InsBK&oh=45cc8985ad8f0207a4e57afa4ee697ed&oe=5EAE9832,harpreetz
1,0.077,2,0,0,0,0,1,26,136,0,100.0,0,6.0,1,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/25006888_129586667823396_8921990221734608896_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=J80ju3h1wL4AX-QovdH&oh=439c6f830e0cb6461b052fdd87eb4859&oe=5EADD009,dextormorgan1
1,0,0,0,0,0,0,4,58,2809,0,100.0,0,68.25,1,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/10860156_1567127993523072_577084001_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=QvhDd1d8kuYAX_gOKN4&oh=5d131344c285063194b381b2d9b13acb&oe=5EADFA85,lizaqunro
1,0,2,0,0,0,0,20,154,335,0,20.0,0,8.45,1,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/s320x320/13628115_304117329930153_1586816538_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=IdlCrPqjoSAAX__HKak&oh=e66e9909b28e196915e7fd69410fde97&oe=5EB0014D,just.asadiqbal
1,0,1,0,0,0,0,2,86,6286,0,100.0,0,252.0,1,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/1971448_306857386190578_1000280240_a.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=kiQ4PdPyUnwAX_FesJ1&oh=e3098ab73f64d2bd70abcf56bedf9ab4&oe=5EAEEB7D,arabyrdt
0,0.308,1,0,0,0,0,0,44,1056,0,0,0,0,1,https://instagram.ffru2-1.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=instagram.ffru2-1.fna.fbcdn.net&_nc_ohc=-ZwDqkF1E0EAX_ZrLK1&oh=c87574c12d3f3499413c0a6c813dd35c&oe=5EB0CC0F&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2,ahmedyazo7986
0,0.182,0,0,0,0,0,25,324,1172,0,20.0,0,35.32,1,https://instagram.fsaw1-2.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=instagram.fsaw1-2.fna.fbcdn.net&_nc_ohc=-ZwDqkF1E0EAX-2phjX&oh=b3206cb3e1d4962c839f80744df2e3cd&oe=5EB0CC0F&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2,dannycare55
1,0,1,24,1,0,0,1,143,6234,0,100.0,0,130.0,1,https://scontent-hkt1-1.cdninstagram.com/v/t51.2885-19/s320x320/15253341_238681039886962_2237121196015484928_a.jpg?_nc_ht=scontent-hkt1-1.cdninstagram.com&_nc_ohc=XgCNQa-v_qoAX8KCrcl&oh=3e5272ad4db03a322487cd3090cbae18&oe=5EAF977C,notsocallum
0,0,1,0,0,0,0,0,1,321,0,0,0,0,1,https://instagram.fblr4-2.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=instagram.fblr4-2.fna.fbcdn.net&_nc_ohc=-ZwDqkF1E0EAX9MR_0e&oh=b7fbb9ce04bbfaa3836e531ab4145e8f&oe=5EB0CC0F&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2,traslikir
1,0,2,0,0,0,0,0,83,5886,0,0,0,0,1,https://scontent-hkt1-1.cdninstagram.com/v/t51.2885-19/s320x320/30077757_1724990407583271_2486886046927683584_n.jpg?_nc_ht=scontent-hkt1-1.cdninstagram.com&_nc_ohc=4spXLduCQ-oAX80WNgR&oh=32700f408c6f939cd08275eebe1502ad&oe=5EAF8B8B,spumanty
1,0,1,0,0,0,0,2,74,4697,0,100.0,0,166.0,1,https://scontent-hkt1-1.cdninstagram.com/v/t51.2885-19/10852616_358372667678549_1496436363_a.jpg?_nc_ht=scontent-hkt1-1.cdninstagram.com&_nc_ohc=Jzau-i0eyqgAX8xAy9D&oh=780da9f3af3e0a42e578b8b830edf5d2&oe=5EAF32C9,aienyclaly
1,0,0,0,0,0,0,1,351,5760,0,100.0,0,111.0,1,https://scontent-hkt1-1.cdninstagram.com/v/t51.2885-19/s320x320/33789798_140553700145077_7862822110828167168_n.jpg?_nc_ht=scontent-hkt1-1.cdninstagram.com&_nc_ohc=e-jGPymu0AUAX_F-3It&oh=da84a5a957dc700c220f4296909d7af1&oe=5EAE41BD,goemp.be
1,0,1,0,0,0,0,2,73,3975,0,50.0,0,174.5,1,https://scontent-hkt1-1.cdninstagram.com/v/t51.2885-19/924083_746471318755257_755033785_a.jpg?_nc_ht=scontent-hkt1-1.cdninstagram.com&_nc_ohc=I8zF6h0a3_cAX_bw0lM&oh=9aace4b4b415f914fe3404ea9cb6ca7d&oe=5EAE8BD0,ieslleaynes
1,0.308,1,0,0,0,0,1,19,559,0,100.0,0,21.0,1,https://scontent-hkt1-1.cdninstagram.com/v/t51.2885-19/42947861_2205911173066965_1309820800278200320_n.jpg?_nc_ht=scontent-hkt1-1.cdninstagram.com&_nc_ohc=TPJdhOWnngEAX-Ep135&oh=befff6a55d0fb80ad998a35ec7ece77d&oe=5EAEFCAB,hadi.hado3747
1,0,1,0,0,0,0,2,77,5792,0,100.0,0,195.5,1,https://scontent-hkt1-1.cdninstagram.com/v/t51.2885-19/10843897_361752627338361_1454852820_a.jpg?_nc_ht=scontent-hkt1-1.cdninstagram.com&_nc_ohc=DHszODRIewsAX8WI-1A&oh=519696ca0ab0235616e0afb27aa58f1e&oe=5EB07C36,ailtinitch
1,0.111,1,80,0,0,0,0,35,668,0,0,0,0,1,https://scontent-hkt1-1.cdninstagram.com/v/t51.2885-19/s320x320/43003063_178769769690038_8225326546135547904_n.jpg?_nc_ht=scontent-hkt1-1.cdninstagram.com&_nc_ohc=1MgXZH_5MfsAX-t0Rg6&oh=9ae3c1a091b7562d0fdab6d1e36325eb&oe=5EAFBB58,parijojo1
1,0,1,0,0,0,0,7,98,4968,0,28.571,0,86.0,1,https://scontent-hkt1-1.cdninstagram.com/v/t51.2885-19/10838896_367096203483155_1370101387_a.jpg?_nc_ht=scontent-hkt1-1.cdninstagram.com&_nc_ohc=dBfbRbn_FvMAX__sezp&oh=e35d6b9774d5b20dca4c79131d4142d8&oe=5EAE978C,lioraennett
1,0.091,1,0,0,0,0,22,90,6422,0,100.0,0,3.409,1,https://scontent-hkt1-1.cdninstagram.com/v/t51.2885-19/s320x320/40264240_1806061932783085_1430693704112275456_n.jpg?_nc_ht=scontent-hkt1-1.cdninstagram.com&_nc_ohc=q7Rkazvb6iAAX-IVEBS&oh=34b245fcf4dd3e8eac8561d208faf166&oe=5EAE5043,saeedraiae2
1,0,1,0,0,0,0,5,82,6055,0,40.0,0,113.4,1,https://scontent-hkt1-1.cdninstagram.com/v/t51.2885-19/10890951_903090666377289_779862747_a.jpg?_nc_ht=scontent-hkt1-1.cdninstagram.com&_nc_ohc=twpKfqUmmhAAX_kOmJ8&oh=d039b972535669a2aaa7999f80497767&oe=5EB023C1,dozenaylyn
1,0,1,0,0,0,0,2,51,2960,0,100.0,0,121.5,1,https://scontent-hkt1-1.cdninstagram.com/v/t51.2885-19/10864866_776269905795841_1361913646_a.jpg?_nc_ht=scontent-hkt1-1.cdninstagram.com&_nc_ohc=pDGqDVZ3xoYAX-hkuNr&oh=71f6e06954b0b2df1a0b0434fcc44603&oe=5EAED611,mayazibbons
0,0.267,1,0,0,0,0,0,14,12,0,0,0,0,1,https://scontent-syd2-1.cdninstagram.com/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=scontent-syd2-1.cdninstagram.com&_nc_ohc=-ZwDqkF1E0EAX9bul9n&oh=c19dea89954ca31583c6776a609c4782&oe=5EB0CC0F&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2,king_sadegh1363
0,0.083,1,0,0,0,0,0,40,20,0,0,0,0,1,https://instagram.fhre1-1.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=instagram.fhre1-1.fna.fbcdn.net&_nc_ohc=-ZwDqkF1E0EAX-nNcC3&oh=8c515372d097e213825149f1323df563&oe=5EB0CC0F&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2,king_sadegh2
0,0.267,1,0,0,0,1,0,0,0,0,0,0,0,1,https://instagram.fnag1-3.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=instagram.fnag1-3.fna.fbcdn.net&_nc_ohc=-ZwDqkF1E0EAX-pgxzI&oh=54d2194abfabc690dd05cd90a4328e3c&oe=5EB0CC0F&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2,sunsetlover1208
1,0.2,0,0,0,0,0,0,6,0,0,0,0,0,1,https://scontent-hkt1-1.cdninstagram.com/v/t51.2885-19/11253762_1063899256961113_1341159429_a.jpg?_nc_ht=scontent-hkt1-1.cdninstagram.com&_nc_ohc=hL47VzhxB8oAX_u5day&oh=28a794b5e963910fc420a78c3bcbc575&oe=5EAF02B5,darkswag69
0,0.5,4,0,0,0,0,0,15,495,0,0,0,0,1,https://scontent-den4-1.cdninstagram.com/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_ohc=-ZwDqkF1E0EAX_2ejZ5&oh=06795db5021a92cf4df6909681a0ff20&oe=5EB0CC0F&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2,flower103356
1,0.5,1,0,0,0,0,1,61,6143,0,100.0,0,59.0,1,https://scontent-hkt1-1.cdninstagram.com/v/t51.2885-19/s320x320/40531700_2170665249859498_3441192771820453888_n.jpg?_nc_ht=scontent-hkt1-1.cdninstagram.com&_nc_ohc=eaizxP6fKpQAX8nrX9G&oh=e48c89fecdd481378e1ebe982a08a3b1&oe=5EB04D9E,jafar12702
1,0,1,0,0,0,0,2,92,6164,0,100.0,0,191.5,1,https://scontent-hkt1-1.cdninstagram.com/v/t51.2885-19/10843785_340877299430550_43973799_a.jpg?_nc_ht=scontent-hkt1-1.cdninstagram.com&_nc_ohc=W27gcZ2gkiEAX-CIjRL&oh=c0dfbf54490be732c775432aa0aff1f0&oe=5EB01122,tagtain
1,0,1,0,0,0,0,3,100,6186,0,100.0,0,152.333,1,https://scontent-hkt1-1.cdninstagram.com/v/t51.2885-19/10865191_620174384772040_1662856574_a.jpg?_nc_ht=scontent-hkt1-1.cdninstagram.com&_nc_ohc=7yV1jNoO90cAX_5VMyU&oh=30163c55d742b4f342fba4d14f6ac2fb&oe=5EADE654,andinutchosin
1,0,1,0,0,0,0,3,67,4229,0,100.0,0,119.0,1,https://scontent-hkt1-1.cdninstagram.com/v/t51.2885-19/10838305_681110532005835_1078044490_a.jpg?_nc_ht=scontent-hkt1-1.cdninstagram.com&_nc_ohc=YYjKpOuGg44AX-2F18v&oh=91af7306149e5af1ba40d10b17680555&oe=5EAFE79E,ouisrennant
1,0,0,0,0,0,0,2,93,6137,0,100.0,0,170.0,1,https://scontent-hkt1-1.cdninstagram.com/v/t51.2885-19/10881875_1028241413858599_1404831857_a.jpg?_nc_ht=scontent-hkt1-1.cdninstagram.com&_nc_ohc=hhtPFqb7fHgAX_6bxmw&oh=c47f44adb2e9e38e4bee0d8436a758ae&oe=5EB0FC2E,eesnnollins
1,0,1,0,0,0,0,3,95,6265,0,66.667,0,154.333,1,https://scontent-hkt1-1.cdninstagram.com/v/t51.2885-19/10864961_862565413795938_1671187053_a.jpg?_nc_ht=scontent-hkt1-1.cdninstagram.com&_nc_ohc=ZIBJnTNaf_AAX-uJoxS&oh=b5545025e8192fedfc78f97e32a0345c&oe=5EB04D42,lizaebthagan
1,0,1,0,0,0,0,4,74,6189,0,100.0,0,148.25,1,https://scontent-hkt1-1.cdninstagram.com/v/t51.2885-19/10852962_1535830833337271_1725826746_a.jpg?_nc_ht=scontent-hkt1-1.cdninstagram.com&_nc_ohc=V2Q6g2RBsTMAX_W1aD5&oh=981868bcdb90694edce5bb4ac593e2db&oe=5EAE60AD,uailnneillespie
1,0.222,1,0,0,0,0,135,201,1393,0,8.0,0,12.46,1,https://scontent-hkt1-1.cdninstagram.com/v/t51.2885-19/s320x320/13534448_1076319515767511_136447812_a.jpg?_nc_ht=scontent-hkt1-1.cdninstagram.com&_nc_ohc=kiJynXsXZdoAX_E3FmL&oh=4fc1f07654ac098cb9b91bbf80340300&oe=5EAFFC6E,takshak11
1,0,1,0,0,0,0,2,97,6252,0,100.0,0,215.5,1,https://scontent-hkt1-1.cdninstagram.com/v/t51.2885-19/10848127_317737721752904_922650943_a.jpg?_nc_ht=scontent-hkt1-1.cdninstagram.com&_nc_ohc=zC0KlOvL578AX_rLy67&oh=0e5ca482c5f6ab0952bea2e0bd120b14&oe=5EAF72A5,aluanewitt
1,0.444,2,28,0,0,0,19,663,2440,0,10.526,0,32.789,1,https://scontent-hkt1-1.cdninstagram.com/v/t51.2885-19/s320x320/55865467_2323025487719920_5791193568164970496_n.jpg?_nc_ht=scontent-hkt1-1.cdninstagram.com&_nc_ohc=qa97ua87giMAX-Bkyvo&oh=ce25e4613969a9083d89f488726930cc&oe=5EAD81AE,izzy_3062
1,0,2,59,0,0,1,1549,151,271,0,18.0,0.833,7.03,1,https://scontent-hkt1-1.cdninstagram.com/v/t51.2885-19/s320x320/14073333_300785623617953_1132819745_a.jpg?_nc_ht=scontent-hkt1-1.cdninstagram.com&_nc_ohc=16EBRnfqJr0AX8chZt3&oh=06d7f2aff2958071362cec25f02c130a&oe=5EAD9C0C,aneda.aa
1,0,1,0,0,0,0,3,65,5328,0,100.0,0,110.333,1,https://scontent-hkt1-1.cdninstagram.com/v/t51.2885-19/10831844_687898131328248_870792896_a.jpg?_nc_ht=scontent-hkt1-1.cdninstagram.com&_nc_ohc=JNAq-9QG4pQAX85Xu9O&oh=283038d3b792e4e9eb8779eee262b9a3&oe=5EAEDBEC,creativityox
1,0,0,0,0,0,0,2,81,6227,0,100.0,0,207.0,1,https://scontent-hkt1-1.cdninstagram.com/v/t51.2885-19/10899247_761966390561598_1911227363_a.jpg?_nc_ht=scontent-hkt1-1.cdninstagram.com&_nc_ohc=HWhMjGGmSs4AX8xXuwI&oh=bdb861b674f4a4889dd36b4785e7ef3e&oe=5EAF0D35,aoktaoelwr
1,0,1,0,0,0,0,4,63,5232,0,100.0,0,134.75,1,https://scontent-hkt1-1.cdninstagram.com/v/t51.2885-19/10860140_314560772071725_410624126_a.jpg?_nc_ht=scontent-hkt1-1.cdninstagram.com&_nc_ohc=bA0K9Mtoj7AAX_BuP-q&oh=874a11be87c07227614ff3e590f221c4&oe=5EAEDFD6,ddisynhwen
