Profile Pic,Nums/Length Username,Full Name Words,Bio Length,External Url,Verified,Business,#Posts,#Followers,#Following,Last Post Recent,%Post Single Day,Index of Activity,Average of Likes,Fake,Profile Pic Url,Username
1,0,1,31,1,0,0,867,984,423,1,3.0,2.333,128.36,0,https://scontent-ort2-2.cdninstagram.com/v/t51.2885-19/s320x320/45344758_2723172361241944_1917114079122554880_n.jpg?_nc_ht=scontent-ort2-2.cdninstagram.com&_nc_ohc=umqoJG8jpZ8AX8QzwfR&oh=b3340519f59cb29b591cb2a4e61a84a8&oe=5EACEA84,julia_gorbatenko_
1,0,2,102,0,0,0,408,1705,2270,1,2.0,16.667,182.99,0,https://scontent-ort2-2.cdninstagram.com/v/t51.2885-19/s320x320/83047040_184162296320489_5085790321313316864_n.jpg?_nc_ht=scontent-ort2-2.cdninstagram.com&_nc_ohc=3UVnRjtvxjwAX9I6z3D&oh=dc257759c289dfd79267a3c118db872f&oe=5EADDE3A,martina_berselli
1,0,1,118,1,0,1,80,5609,199,1,2.5,1.0,257.75,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/27574052_1874120619297215_1177945968348233728_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=OqUF6Ni0Qt0AX8GLrjg&oh=5d751e4ab2ff920ed7dedd9a1068a8de&oe=5EACFBC5,mosskyn
1,0,5,146,1,0,1,809,47767,448,1,2.0,3.083,3734.0,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/53531777_1994976254137420_8736782830975057920_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=aj-SePemjBkAX-uKibc&oh=a03e7ca2960a6010b05520009e5aeac1&oe=5EAF6CEE,tokidokitraveller
1,0,1,13,1,1,0,178,4609755,1,1,4.0,5.333,565325.05,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/90305328_770836160112990_2359229143465328640_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=yOUhhCYOBiwAX_55N0K&oh=955747b79af74794c93a621f847091f3&oe=5EAD5896,sushitrash
1,0,2,24,1,1,0,1518,7706933,374,1,5.0,25.0,232441.44,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/79481178_458963801693773_552761655340040192_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=4Ke_tvsfLLYAX9jBaJJ&oh=9121790d220a8dfd662983127dc1ac2d&oe=5EACE12A,alanwalkermusic
1,0,1,13,1,1,1,7075,3778718,0,1,8.0,100.0,13118.12,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/11848857_477914009049646_1927622160_a.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=KQ6EHbfI2_YAX8kgSpG&oh=01ad90d935538ef7432dd09a31d076fc&oe=5EAED8E3,vetements_official
1,0,2,0,0,0,0,240,32492,309,1,2.0,1.583,1257.27,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/84338682_129696058349596_7071147857356521472_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=ayB_v7K2daYAX9Ot6Ya&oh=e21f3b4cc6ce7dea680a437525dbcd2c&oe=5EADE6D4,johanna_kjellberg
1,0.091,4,122,1,0,0,76,96766,280,1,2.632,3.5,10940.053,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/74588714_175398873668355_4248281765996658688_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=37H5zWghB5IAX-ujsRr&oh=2d2f0f7a5121dcfdc7d43f020f2abd13&oe=5EADBDF7,papyrus.mp4
1,0,0,130,0,0,0,161,198912,322,1,1.0,4.333,21381.46,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/66820871_890285161337177_6731046448206446592_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=5RAiFntd8dEAX_SJBgx&oh=18a37befd9f8184161131181287f6218&oe=5EAC1B00,thi.ccmemes
1,0,3,133,0,0,0,38,212353,94,1,5.263,1.667,21091.5,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/91289972_216845622855269_8478870839419207680_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=t-k9ueWCNWEAX-oqJK9&oh=ec6e971f9cde222decb8b8635462428f&oe=5EAF0AA7,need.if
1,0.143,1,2,0,0,0,158,177800,346,1,3.0,4.083,22619.29,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/79372705_612647786214733_4909762624285048832_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=SrTPPfmR0yEAX_7H1FQ&oh=905dfef4149ce42a5fde15f17f69cc1d&oe=5EAE66B9,its_rockstar47
1,0,2,22,1,1,0,356,146679,126,1,3.0,4.583,14323.29,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/14156343_1780592192210400_1150756243_a.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=pvrDb18r9IEAX_BDrRh&oh=f8b80e9dfef5aae51ec63bf4b97f762e&oe=5EAFF6F6,dg_bladee
1,0,1,36,1,0,0,213,269282,172,1,1.0,7.833,30702.15,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/79378166_582426302579878_1532884792993906688_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=V3yZHTVC09wAX9PKd8A&oh=a1a3db985a5c2482414ba866a53a87fb&oe=5EAD6892,notkinghill
1,0,1,86,1,0,1,259,240174,124,1,2.0,10.0,19061.88,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/75341407_436294513709411_5344797731393110016_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=MeEPxdFnPygAX-sKZKu&oh=3b5618e28c9ee94ee158266cc243ed54&oe=5EAF0B39,mai_accents
1,0,2,114,1,1,0,535,10242135,971,1,4.0,16.667,776006.17,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/72396606_484307235501818_1542052843068850176_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=iss1Q9JQFQQAX_Nfje9&oh=3d81293c12db994271b5ccf6b0913c1c&oe=5EACEBD4,gretathunberg
1,0,1,18,0,0,1,30,31749,49,1,3.333,0.7,2565.4,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/61673978_671464259946714_7403344173039878144_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=pySWywpB9bcAX_9EPQb&oh=98bb61a781ba4c1bc049b871de6f2e31&oe=5EAECDE3,austis.m
1,0.083,4,75,1,0,0,755,233295,476,1,4.0,7.833,23485.31,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/81268730_165606708104793_2073919821816266752_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=FghlW7IJhI0AX_AI24C&oh=da9eb4af73cdb56ae23461883a08ae65&oe=5EAD9FD4,labrynth.mp4
1,0.111,1,104,1,0,1,191,247990,351,1,2.0,7.5,23715.95,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/83502016_403522473815200_2598994301195124736_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=JciwsOZDWIQAX_kIVy7&oh=c3b31b9712a82b266ecedd985a5c4ef3&oe=5EAEB4CB,retry.mp4
1,0,2,115,1,0,0,350,592070,396,1,2.0,3.417,71762.68,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/90408403_3013363868752768_4451452350665588736_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=X555uKjLZGUAX-nZl74&oh=d666a21a9717a7dc241c90ab6fabcd1b&oe=5EAE36DA,nitro.if
1,0,6,110,0,0,1,457,81805,344,1,4.0,8.333,4710.45,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/60822849_2336706816610550_5560019685056970752_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=DRkZHs1-BJ0AX_-pn2M&oh=647afd8059b9959703749389ca7b3b69&oe=5EAF9D14,tallweeb
1,0,0,99,0,0,0,2605,83868,486,1,3.0,33.333,3052.89,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/81179208_477358086306492_1334357467403911168_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=QNiIgcswDVkAX_lyyaF&oh=ea33a308c11e4d9ba017652968188c9c&oe=5EAEA725,a.spicy.meme
1,0,2,129,1,0,0,103,197117,298,1,2.0,1.167,22413.66,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/81207445_468226694134997_8008656750406270976_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=Fqkp26YnhzwAX9vZ79V&oh=a25b060d655535de0ca5f61412a4dd62&oe=5EAF9327,toucher_of_cancer
1,0.125,1,50,1,0,0,77,260256,186,1,2.632,2.083,30746.395,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/83305504_199429647862288_820328501449064448_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=5N3mZqAjbvgAX8JKUPQ&oh=96b5aa231f84f408f8b5456d77c1ef0f&oe=5EAECBE9,bltw.mp4
1,0,4,136,1,0,0,403,202697,35,1,2.0,5.5,19846.64,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/67028565_377751656077405_6261380530164465664_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=J0vIGvVoj8sAX-4Ot30&oh=29f18e232cda33de58ae125082e96e25&oe=5EAFFD8D,memedealer.dan
1,0,2,35,1,0,0,38,202454,88,1,2.857,0.833,37313.571,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/83293866_677080943046676_9101235261584441344_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=9DDEcs5LqRMAX_hRsrG&oh=06bdbf052172798edee5f42d8710c55d&oe=5EAE1379,prodigy.dude
1,0.071,1,41,0,0,1,25,15429,216,1,4.0,1.5,633.8,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/90997010_676238996479791_8652965324422905856_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=UFMrdbpsriIAX-DSYMP&oh=d92265959c5335dcaab3e83c0b6e14fa&oe=5EAD10A2,incoherent.mp4
1,0,4,20,0,0,0,96,63876,135,0,2.083,0.182,4548.99,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/66425056_2412351615752588_2370394349037944832_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=l6BQiumqn9sAX-A1ni9&oh=3e66152732f824ccb02f886d179db86d&oe=5EAD45CE,arnoldthepipeknight
1,0,1,90,1,0,1,612,3301277,225,1,4.0,14.286,234245.31,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/67085218_659957211185930_1191005636750475264_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=AM6WVbC5XgUAX8cVoOJ&oh=4c901c3a9ac5d9fc599125b5ae61ecef&oe=5EAD9DDA,grandayyyyyy
1,0.056,2,41,0,0,0,5592,778558,117,1,14.0,33.333,26289.16,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/43704399_2159235704343874_6666954888926199808_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=W05SDKUn8CIAX8aOOzq&oh=185139dc87dcf644bf78c54bb7f4a6a0&oe=5EAFAC6B,autistic.potato.v1
1,0,1,139,1,0,0,446,352523,489,1,1.0,4.667,32540.84,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/90089916_875955406183755_8899077670722076672_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=lv0ASb6BfnEAX_5xJ8T&oh=2d183964d8a975fff68e959606e49a78&oe=5EAEB6B5,bepis.man
1,0,2,70,1,0,0,237,55343,633,1,4.0,6.333,7593.14,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/85098184_199348248103760_4905260635270414336_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=NQxDryb6ZYUAX8BarSA&oh=98bd6d7d9651981f7bcdfba69975d1a1&oe=5EAED089,delfino.luigi
1,0.1,1,77,1,0,0,41,109078,265,1,2.5,0.75,13479.525,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/66111552_286605435511923_4218436961674723328_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=lIUDwxeXnKgAX-0yhuN&oh=9d9c321665bacef87a30e4171882ae04&oe=5EAC9C96,patpat.mp4
1,0,1,17,1,0,0,277,52760,568,1,3.0,1.167,4540.66,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/54513252_2039731542821993_1739483388630269952_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=-aBOJh_DEjcAX8Y9YKz&oh=881254ab4cb65bf33fff6c6c8246ec17&oe=5EADCED3,dankerbeef
1,0,4,60,0,0,1,1097,181143,234,1,1.0,25.0,12009.3,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/90056020_225539605309873_6170057813075689472_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=tqGAsnvpWYEAX9xmHck&oh=77e593c5323c73e2079e6298299d53d9&oe=5EACEE6B,sinful.cats
1,0.1,1,32,1,0,0,519,429181,376,1,2.0,0.727,42586.92,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/52618793_310737929589915_8309910635630559232_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=x0KgGTFRR_QAX98DnN0&oh=eacef3677ecbf3b56a38587cd81064ae&oe=5EADFB87,ironic.mp4
1,0,1,144,1,0,0,255,223473,122,1,2.0,8.333,23072.41,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/36113669_1783332891754678_7966333077519597568_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=AgoQnwHAgt0AX_aC6Xt&oh=69d8c3418fccb34b450a5f939ea5ed66&oe=5EAECC23,lilfatherfigure
1,0,2,124,1,1,1,72,410171,0,1,12.5,3.083,41462.625,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/28428214_339134639909703_7802530708546650112_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=1kh2HqM6FY4AX-bS0Vy&oh=5fcd738f5c9d9c11e0259c6746c1f0fb&oe=5EAF82E4,tsuki_market
1,0,3,150,1,0,1,2058,29407,2,1,9.0,33.333,130.32,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/62425648_433280230589339_1288780343905615872_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=eAyb3IveAMAAX9kcyMn&oh=128d6ac027651f2e394f39aa5d556e32&oe=5EAECDCF,magicstick_tyo
1,0,1,68,1,1,1,1403,720777,214,1,2.0,1.5,40485.04,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/12424714_918901231534531_1649939140_a.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=AA5N5sMw3IcAX_EjEJD&oh=d833d384892e132bbd8023971bb65015&oe=5EACE14C,maxmoefoeofficial
1,0,3,61,1,1,0,94,1481694,127,1,2.128,0.455,57405.011,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s150x150/10724796_951801058194271_243104456_a.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=RlNTqJpGpB8AX82moq3&oh=a83dafa107ef06acd5479b757b00297f&oe=5EAC562A,idubbbz
1,0,4,77,1,0,1,1146,21655,1094,1,2.0,11.111,428.04,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/15876267_363769177329548_2842765314792357888_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=7tilgCQaDtgAX9zrKpf&oh=34ff2347930a11b4c619185aff06742c&oe=5EAC5BFE,haskey_c
1,0,1,84,1,0,0,46,68179,1,0,13.043,0,9484.5,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/25011567_171213463477333_589993326669725696_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=FNwd0lFdsPoAX-Y17U_&oh=f8724706b62c969f3edb26d4ae76810e&oe=5EADD7DC,marzia_clothing
1,0,2,34,1,1,1,92,478428,47,1,3.261,3.917,27253.533,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/89052962_1484586985052876_180630261292072960_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=IZH-BIU-m6cAX_LiGcT&oh=cec3027bef7cbdc44d969f7abaff3e15&oe=5EAE61CE,teddyfreshofficial
1,0,2,54,1,1,1,312,1573420,341,1,2.0,5.75,140972.38,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/10932053_793743997364625_874696025_a.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=dV7D15xL9gIAX_H4V_x&oh=b660e1486da8db5f4c546d4675c43aa4&oe=5EAE18EE,darkdolan
1,0,2,13,1,1,1,710,2801309,942,1,2.0,9.091,134734.6,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/12750293_1650960838491207_847713578_a.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=DY7nAJ_0p78AX82ooRs&oh=5c451b050f2f05ca5e1cdc69c2d95df3&oe=5EAE77E9,sirjoancornella
1,0.167,2,14,1,0,0,338,783,872,1,1.0,1.25,98.74,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/10844005_317743855081352_713934593_a.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=L1tjOXMIHbEAX_REvgw&oh=a110d674698762cc4e15e4943c1448b6&oe=5EAC3299,merca9
1,0,3,54,0,0,1,284,72371,1093,1,2.0,5.25,3181.58,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/58772394_2377094329194764_5028756802049671168_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=vIFFQLzfcwMAX_V8yN0&oh=2991b01b65daa6e0ab6c4660358fb711&oe=5EAF22C1,mariaclaratattoo
1,0,2,0,0,0,0,27,16958,38,1,7.407,0.75,2019.852,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/13266706_235129040196765_1984080671_a.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=qjLJ5VNonisAX8mqSTi&oh=d741c383676c0c986066e3ef40d17004&oe=5EAD0BA9,ukjellberg
1,0,2,124,1,0,0,122,18821,4,0,1.0,0,1439.16,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/30589954_1488622534596761_3109379601579638784_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=ExriGzpqKXAAX_tzttu&oh=48f037c1f4bdfe0578f4d78f4f673293&oe=5EAFDDFE,duck_posts
1,0,3,37,1,1,0,147,509147,128,1,3.0,0.667,40188.49,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/83300189_774561479704249_7790161606461095936_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=3CVeoChbCIIAX_NDVUK&oh=03ce26482f22be34b0d7da0434881ddd&oe=5EAE88BC,watashiwanoodle
1,0,3,128,1,0,1,337,11396,32,1,3.0,7.5,227.97,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/44889910_2318992671507505_6793827539950239744_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=El7uXt2GGLIAX_efQLS&oh=ff9f8a9f8338d95f1674446fba9caa67&oe=5EADEFD4,pearlywhites_uk
1,0,0,52,0,0,0,121,26465,115,0,3.0,0,1432.85,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/20347576_1936062523273621_7081821113080086528_a.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=VWFJD3OzA5kAX8SU-5N&oh=de941d2282512feee5afdc6d08f69d9a&oe=5EAEA5CE,roofercyril
1,0,2,32,1,0,1,138,12847,20,1,2.0,2.0,399.41,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/15876695_239034363204326_7200620823315480576_a.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=OKiXZm4NvAQAX9i6ckN&oh=9cc887b6707209ad2fa7d5ad55cfb207&oe=5EAD986A,penaquen
1,0,2,49,0,0,1,2099,122098,499,1,2.0,3.917,5010.25,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/65017332_518510715640430_1424703392965459968_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=Bwa52DLrVNkAX8EVUBo&oh=4c54f7cf67fef4cd595faa2c02180618&oe=5EAC4D68,overcooked.doggo
1,0.077,4,148,0,0,1,221,14130,3,1,3.0,0.455,403.19,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/23596375_309169679600857_7938402595956064256_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=Sw7p7v7pnukAX-_NYdg&oh=b49e9d82e9861fb046e9eb835ee8d9d5&oe=5EAFC6A1,darksouls3pvp
1,0,1,44,1,0,1,625,27989,568,1,1.0,10.0,692.48,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/32930680_625974521076309_2236984379832270848_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=73R7h3w3twMAX95f4q9&oh=1028bfcaac7f6d4ea18be2f1655a1612&oe=5EAE2A6C,heresylondon
1,0,2,34,1,0,1,1582,52032,974,1,4.0,33.333,588.28,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s150x150/65272336_1300715583439501_2798226516817739776_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=TD1FrTxvUfAAX-kpUWE&oh=62d601fc3dc0d5323e5f7b620370973a&oe=5EADB869,dudesfactory
1,0,1,85,1,0,0,1617,91189,425,1,3.0,7.333,3279.83,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/53361316_779084515800958_4097555317582200832_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=9huIiEcS6FgAX_zgrYS&oh=f1589a3d77215151d0895803aab22b29&oe=5EAC6BBD,mcbess
1,0,2,50,1,0,1,754,66498,843,1,2.0,4.333,1259.19,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/14474458_1777397015866057_8681630284048760832_a.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=ntk6agKHWGQAX_DcpVL&oh=c0e4722df2600be5b8ac8727964d4fb7&oe=5EAF1A70,thegoodworth
1,0.267,2,124,1,0,0,402,77708,1135,1,2.0,9.091,2828.54,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/72688367_2427240217529594_2554894075216003072_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=RfH7Y8QTqY0AX9umugS&oh=da15bb0de67f9b68d3f9423498bbdf27&oe=5EAD944E,willpacheco1988
1,0,2,60,1,1,0,1231,1373431,120,1,3.0,20.0,112004.67,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/87327035_1105357239803451_147781492418805760_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=h1AgaieVjBkAX9P8sgn&oh=36b5b60d59934a01b22b6ccf69df663e&oe=5EADD4F8,landonorris
1,0,3,0,0,0,1,16,482,436,1,6.25,0.333,96.812,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/70463792_552558908822924_9009546222440022016_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=9ZN_AwcE0xIAX--FL09&oh=1a94ad698d6aafc18d2d6bb4bd5914e9&oe=5EAEC14B,emanueledandri
1,0.182,2,144,0,1,0,1831,157772,466,1,2.0,12.5,8574.27,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/78913459_2679183422176980_2538321858005041152_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=w3malKRsrt8AX_GfkKZ&oh=621b8673d949df132667401911f1e08c&oe=5EAD0C9F,toprak_tr54
1,0.1,2,97,0,1,0,56,31074,388,1,3.571,5.091,1104.804,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/67525696_426684567953033_5671507149046415360_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=qp7CpBotymYAX8aza9c&oh=744627870c15082120b1a9f8e663e53e&oe=5EAFAF31,federicocaricasulo64
1,0,2,106,1,1,1,1187,900627,497,1,2.0,14.286,15679.71,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/37707940_235412010290191_1350673541355274240_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=PFLFV2C6o9MAX84_QHA&oh=3e91b027f6cc86fa96e7ffa8cf2869f7&oe=5EAF6AFC,volofabio
1,0,6,111,0,0,1,250,41979,1577,1,2.0,0.25,839.14,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/14709561_1411942445485899_3874263094599352320_a.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=sDhts1ld8fsAX8W-FLD&oh=53059a57a47866e9b5fbc8d1198248de&oe=5EAD482F,gemslife_
1,0,1,7,1,0,1,468,2011,795,1,1.0,3.0,213.84,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/91076602_648005609317749_8264442432502890496_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=iJLvYeH8rGIAX-b3G97&oh=83f399fdeb588d279ca60bf6fcc8c494&oe=5EAE0120,aldrovandilaura
1,0,2,0,0,1,0,293,287045,1069,1,6.0,2.25,13267.36,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/42646451_1939985526081102_2717566786185723904_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=7kSJYClMV-wAX8qqVg2&oh=1b1da7790106ff45d2599c40c547cb89&oe=5EAD0B2B,marco_giallini_official
1,0,2,87,1,1,0,57,179806,79,1,3.509,8.143,17811.368,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/71527893_2904370562923542_88422853954764800_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=id-RWvB1rAgAX9EkNyY&oh=e5861077ee746c601ee0c1cc93d08a23&oe=5EAF27AD,leleadani
1,0,2,92,1,1,1,4477,1493744,81,1,9.0,100.0,3809.4,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/s320x320/27574641_319608771861760_1604920237885489152_n.jpg?_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_ohc=44xDcCzuKq0AX_MGUN3&oh=2da0582135aabcfb62780149cabd520a&oe=5EAE91DD,hypebeaststyle
