Profile Pic,Nums/Length Username,Full Name Words,Nums/Length Fullname,Bio Length,External Url,Private,Verified,Business,#Posts,#Followers,#Following,Last Post Recent,Fake
0,0.538,4,0,0,0,0,0,0,0,11,480,Null,1
1,0,1,0,0,0,0,0,0,3,60,2885,0,1
1,0,0,0,0,0,0,0,0,2,22,3802,0,1
1,0.091,2,0,0,0,1,0,0,1752,736,6722,Null,1
1,0,2,0,137,0,0,0,0,67,656,744,1,1
1,0,0,0,0,0,0,0,0,2,76,6268,0,1
1,0,0,0,0,0,1,0,0,3,18,6368,Null,1
1,0.333,2,0,0,0,1,0,0,2,0,2,Null,1
1,0.176,2,0,0,0,1,0,0,1,61,1054,Null,1
0,0.333,1,0,0,0,0,0,0,0,13,73,Null,1
1,0,1,0,0,0,0,0,0,0,10,15,Null,1
1,0,1,0,0,0,0,0,0,2,72,3322,0,1
1,0,1,0,0,0,0,0,0,2,65,3512,0,1
1,0,0,0,0,0,0,0,0,2,86,6224,0,1
1,0,0,0,0,0,0,0,0,0,98,654,Null,1
1,0,3,0,113,0,1,0,0,1980,1183,4602,Null,1
1,0,6,0,133,0,0,0,1,266,1058,2055,1,1
1,0,1,0,0,0,0,0,0,2,59,3613,0,1
1,0,0,0,20,0,1,0,0,1,10,1394,Null,1
1,0.429,2,0,0,0,1,0,0,85,596,1456,Null,1
1,0,0,0,0,0,0,0,0,4,77,6003,0,1
1,0,1,0,0,0,0,0,0,1,134,2978,0,1
0,0,3,0,0,0,0,0,0,0,11,529,Null,1
1,0,1,0,0,0,0,0,0,3,81,2999,0,1
1,0.444,0,0,0,0,0,0,0,0,125,2528,Null,1
1,0,1,0,48,0,0,0,0,695,140,325,0,1
1,0,0,0,0,0,0,0,0,8,80,6084,0,1
0,0.538,4,0,0,0,0,0,0,0,7,492,Null,1
1,0,0,0,0,0,0,0,0,5,62,2390,0,1
0,0.353,2,0,0,0,0,0,0,0,15,19,Null,1
1,0,2,0,10,0,1,0,0,39,123,763,Null,1
1,0.364,0,0,0,0,0,0,0,652,1075,3760,0,1
1,0.417,1,0,45,0,0,0,0,0,5,47,Null,1
1,0.364,2,0,16,0,1,0,0,70,191,493,Null,1
